"","X","zipest","zipvar","linest","linvar","zip_ci_left","zip_ci_right","lin_ci_left","lin_ci_right","zip_ci_in","lin_ci_in"
"NA.142",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37",37,-0.376856448756786,0.00658653299547913,-0.281297862464228,0.0665644176706039,-0.535922143591581,-0.217790753921991,-0.786970156944664,0.224374432016208,TRUE,TRUE
"29",29,-0.389985447779898,0.00748679161818864,-0.554923822479218,0.116779976941647,-0.559573777863043,-0.220397117696754,-1.22470398977514,0.114856344816699,TRUE,TRUE
"NA.143",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"196",197,-0.345978278258083,0.00574388051189328,-0.260574764198919,0.0543366940928249,-0.494520798963184,-0.197435757552981,-0.717446926636335,0.196297398238497,TRUE,TRUE
"NA.144",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120",120,-0.439731306269308,0.00152433648884178,-0.0744390093517454,0.0489378625662224,-0.516253694174856,-0.36320891836376,-0.508020355607476,0.359142336903985,TRUE,TRUE
"NA.145",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.146",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.147",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.148",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
