"","bd_zip","bd_lm","zipest","zipvar","linest","linvar","linest_IK_t","linvar_IK_t","linest_IK_r","linvar_IK_r","zip_ci_left","zip_ci_right","lin_ci_left","lin_ci_right","lin_ci_left_IK_t","lin_ci_right_IK_t","lin_ci_left_IK_r","lin_ci_right_IK_r","zip_ci_in","lin_ci_in","lin_ci_in_IK_t","lin_ci_in_IK_r"
"1",2.2,0.2,6.81352090476139,0.339662734668462,6.88736253262845,7.10054312035242,7.036544709143,0.430059304925357,6.7629098816974,0.264883099845372,5.6712423012004,7.95579950832238,1.66467701640245,12.1100480488544,5.7512217496005,8.3218676686855,5.75417923362835,7.77164052976645,TRUE,TRUE,TRUE,TRUE
"2",0.9,0.1,5.95007704300056,0.659643385663425,4.76887330406132,7.19717787246441,6.63209830704037,0.278926797382491,7.11680681362028,0.200020181784464,4.35822500767526,7.54192907832586,-0.489231147381513,10.0269777555042,5.59697232140725,7.66722429267349,6.24024004968682,7.99337357755374,TRUE,TRUE,TRUE,TRUE
"3",1.1,0.2,7.08067187526312,0.531301767822748,7.55101672143522,1.7667769235462,7.35816600273044,0.185117116863243,7.4262392338201,0.18095029530513,5.65204531018284,8.5092984403434,4.94582943504765,10.1562040078228,6.51488681916442,8.20144518629646,6.59250479887867,8.25997366876152,TRUE,TRUE,TRUE,TRUE
"4",1.6,0.3,7.55783005459228,0.43659222474072,8.94727343773048,2.36512475752658,7.685617713607,0.284197440281145,8.08359628631548,0.232003176392326,6.26278138648103,8.85287872270352,5.93305225111485,11.9614946243461,6.64075754890232,8.73047787831169,7.13954615608862,9.02764641654234,TRUE,TRUE,TRUE,FALSE
"5",0.9,0.2,7.23763955556404,0.781633474937983,6.61313453916525,2.59408020504131,7.0369842072926,0.243627359169566,7.06206035055102,0.219621382634474,5.50483465978082,8.97044445134727,3.45638743411487,9.76988164421563,6.06957298767379,8.0043954269114,6.14354715111716,7.98057354998489,TRUE,TRUE,TRUE,TRUE
"6",0.7,0.2,6.73739730988151,0.832982814853525,6.67084433241213,2.52079126688956,7.22978903840447,0.229164032843242,7.23766628976354,0.213680363948815,4.94857949310818,8.52621512665483,3.55900952842243,9.78267913640183,6.29153310564864,8.1680449711603,6.33166169877059,8.1436708807565,TRUE,TRUE,TRUE,TRUE
"7",1.3,0.5,7.33090084234887,0.575214908375252,7.53145041274338,1.48735841314083,6.87710035501103,0.369083821873396,7.54034772648033,0.245438746158028,5.84440685192278,8.81739483277496,5.1411311671836,9.92176965830316,5.6863777579671,8.06782295205497,6.56934678087376,8.51134867208691,TRUE,TRUE,TRUE,TRUE
"8",1,0.4,8.66570070325663,0.708308132955781,8.62999606002272,2.31678466699521,8.00482611252858,0.515984433304029,7.47239733030763,0.314932618564191,7.01617455156568,10.3152268549476,5.64673728903459,11.6132548310109,6.59694367686265,9.41270854819451,6.37248793153529,8.57230672907996,FALSE,TRUE,TRUE,TRUE
"9",1.9,0.2,6.9167943040368,0.3328498639893,2.94684973743805,4.00859307908686,6.92177254169759,0.224300991188832,7.09006875580617,0.202603090481988,5.78602949825775,8.04755910981585,-0.977286504110098,6.8709859789862,5.99352525724545,7.85001982614973,6.20786048729362,7.97227702431873,TRUE,FALSE,TRUE,TRUE
"10",0.9,0.2,8.67586369057786,0.75551485478993,9.20194284835525,2.56877286724216,7.62954084770357,0.275401981776541,7.43536532630651,0.203666540964279,6.97225598834762,10.3794713928081,6.0606317861987,12.3432539105118,6.60097613309776,8.65810556230938,6.55084476110325,8.31988589150976,FALSE,TRUE,TRUE,TRUE
