"","bd_bin","bd_lm","bd_IK","zipest","zipvar","zipest_IK","zipvar_IK","linest","linvar","linest_IK_t","linvar_IK_t","linest_IK_r","linvar_IK_r","zip_ci_left","zip_ci_right","zip_ci_left_IK","zip_ci_right_IK","lin_ci_left","lin_ci_right","lin_ci_left_IK_t","lin_ci_right_IK_t","lin_ci_left_IK_r","lin_ci_right_IK_r","zip_ci_in","zip_ci_in_IK","lin_ci_in","lin_ci_in_IK_t","lin_ci_in_IK_r"
"1",0.7,0.1,1.76856967094527,-0.385543417684059,0.00455320677699956,-0.37648067451528,0.00160642550057134,-0.473589046760363,0.0365912216875892,-0.377101354945697,0.00186729593993244,-0.404163174715088,0.00124288183411156,-0.517796796982848,-0.253290038385271,-0.464099241204392,-0.306987594163726,-0.848507266258647,-0.0986708272620782,-0.461795749443207,-0.292406960448187,-0.473260782377932,-0.335065567052244,TRUE,TRUE,TRUE,TRUE,TRUE
"2",0.5,0.5,1.18166905209053,-0.263712896969173,0.00623256059603568,-0.341618557842152,0.00256248948265606,-0.264844731188231,0.00628103503940335,-0.336547750971706,0.0028721894143204,-0.404490256476068,0.00189976248470003,-0.418445326915683,-0.108980467022662,-0.362928308201929,-0.164497485736416,-0.420177720135219,-0.109511742241244,-0.44158773079056,-0.231507771152851,-0.489917765828001,-0.319062747124134,TRUE,FALSE,TRUE,TRUE,TRUE
"3",1.9,0.4,2.60963463189305,-0.335494951331052,0.00170149764199075,-0.338211059488694,0.00125913628356572,-0.279063772696171,0.00839319928775702,-0.351469637601656,0.00155318038710465,-0.339929413248844,0.00119087519419987,-0.416341924837891,-0.254647977824212,-0.405042921703734,-0.265946980958369,-0.458624707862475,-0.0995028375298663,-0.428712621089946,-0.274226654113366,-0.407565927197339,-0.272292899300349,TRUE,TRUE,TRUE,TRUE,TRUE
"4",0.3,0.3,2.33916096410667,-0.470387654570574,0.00958152442303791,-0.344498679990562,0.0014041337168987,-0.472180360919622,0.0107633264158106,-0.370153681508932,0.00180965402626382,-0.360419466761707,0.00120224411988891,-0.662239241769052,-0.278536067372096,-0.54383097865258,-0.396944330488568,-0.675519671432926,-0.268841050406318,-0.453530605304403,-0.286776757713461,-0.428378066504307,-0.292460867019107,TRUE,FALSE,TRUE,TRUE,TRUE
"5",0.3,0.1,1.43257708116594,-0.394860546441162,0.00939571853474173,-0.362052632702561,0.00204372265859726,-0.254101712746787,0.0288535205429724,-0.334407425531983,0.00170937051615266,-0.351364481219922,0.0011733452138817,-0.584842824146329,-0.204878268735996,-0.483465718039218,-0.306255374843107,-0.587027546826812,0.0788241213332385,-0.415441223709713,-0.253373627354253,-0.418501336385956,-0.284227626053887,TRUE,TRUE,TRUE,TRUE,TRUE
"6",0.7,0.1,0.995415150460163,-0.246728573733161,0.00536659235479126,-0.326913143808725,0.00343614419400088,-0.105122122847385,0.0362083607083227,-0.369898823946763,0.00269192389407087,-0.399532818360896,0.00173366220375224,-0.390309712948528,-0.103147434517794,-0.361618984226037,-0.131838163240285,-0.47807376398315,0.26782951828838,-0.471589112507253,-0.268208535386273,-0.481140366815117,-0.317925269906675,FALSE,FALSE,TRUE,TRUE,TRUE
"7",0.3,0.1,1.44917965537871,-0.400896897943408,0.00918647844117907,-0.41872451425215,0.00201480331562983,-0.438829274129909,0.0275869144469388,-0.435947490206383,0.00186714905309248,-0.40943148085065,0.00121150245489122,-0.588751838360166,-0.213041957526649,-0.488872939959345,-0.31292085592747,-0.764365748027885,-0.113292800231934,-0.520638553486713,-0.351256426926054,-0.477651249185309,-0.341211712515992,TRUE,TRUE,TRUE,TRUE,TRUE
"8",0.5,0.1,1.21016199107253,-0.496398579141873,0.00465711647509636,-0.420011905029781,0.0023724751947593,-0.77378871416632,0.0231350651689139,-0.41421712760866,0.00206426464683472,-0.382300047559574,0.00135420663770653,-0.630152536699243,-0.362644621584503,-0.591864624224856,-0.40093253405889,-1.07190345744558,-0.475673970887062,-0.503266482664327,-0.325167772552993,-0.454425833749122,-0.310174261370027,TRUE,FALSE,FALSE,TRUE,TRUE
"9",1.2,0.1,2.14507975949831,-0.306405760472829,0.0029236082445893,-0.315929496833115,0.00163235078968909,-0.494051591639247,0.0341560097389381,-0.322618239658666,0.00152266171801654,-0.336386827027346,0.00120476384742501,-0.412381798705213,-0.200429722240446,-0.385592933294683,-0.227218587650975,-0.856279289215451,-0.131823894063043,-0.399098578881292,-0.24613790043604,-0.404416605128882,-0.268357048925811,TRUE,FALSE,TRUE,TRUE,TRUE
"10",0.3,0.1,1.75844390428571,-0.423282624767447,0.0110248114637247,-0.383305819374418,0.00190035849334946,-0.781806495802147,0.0300796848981257,-0.388260209718502,0.00157787083935568,-0.406383298259789,0.00118837532941402,-0.629077083497061,-0.217488166037833,-0.508723533568549,-0.337841715966344,-1.12173276850787,-0.441880223096425,-0.466114726952628,-0.310405692484375,-0.473948784208406,-0.338817812311172,TRUE,TRUE,FALSE,TRUE,TRUE
"11",0.2,0.1,3.11808812484619,-0.44277267893502,0.0136356693732789,-0.420647799277756,0.000953307657418693,-0.623212069817108,0.0325231323366104,-0.419363978792907,0.00147600225926559,-0.429349248638821,0.00115056623166131,-0.671641336444193,-0.213904021425847,-0.50328790106488,-0.38225745680516,-0.97667532616927,-0.269748813464946,-0.494663393785457,-0.344064563800357,-0.49583122213095,-0.362867275146692,TRUE,TRUE,TRUE,TRUE,TRUE
"12",0.9,0.2,Inf,-0.432707177342523,0.00357952293379829,-0.383060589500097,0.00104760358428369,-0.514675567349126,0.0170127308766124,-0.441063637176947,0.00162853586589244,-0.391297538672102,0.00123676125323751,-0.549970086857494,-0.315444267827552,-0.49614475319026,-0.369269601494786,-0.770319274664714,-0.259031860033538,-0.520158222749217,-0.361969051604676,-0.460224800516324,-0.32237027682788,TRUE,TRUE,TRUE,TRUE,TRUE
"13",0.1,0.1,1.6120340887698,-0.492078047563573,0.02798588462318,-0.32891038706283,0.00189622904132127,-0.536058490806878,0.0422802187558953,-0.334556274493599,0.0020466990739925,-0.347587314754109,0.00133035704122376,-0.819960074122887,-0.164196021004259,-0.577426074938785,-0.406730020188361,-0.939069308627828,-0.133047672985927,-0.423225943552951,-0.245886605434247,-0.419075158410787,-0.276099471097432,TRUE,FALSE,TRUE,TRUE,TRUE
"14",0.7,0.1,1.79879872484729,-0.264930126234856,0.00537496080216263,-0.353695942417424,0.00182852464320557,0.284766689997194,0.0482504031419217,-0.350055866190458,0.00205261406157946,-0.386164958379928,0.00131695410899188,-0.408623169157445,-0.121237083312268,-0.348740639414878,-0.181119613054835,-0.145758497130787,0.715291877125174,-0.438853571072596,-0.261258161308321,-0.45729178157931,-0.315038135180545,TRUE,FALSE,FALSE,TRUE,TRUE
"15",0.6,0.1,1.71865167845058,-0.36215013930651,0.00505982281013799,-0.373720457039766,0.00179733909255809,-0.412764315218424,0.0326395975299558,-0.390153695646375,0.00205614233335244,-0.366597759772431,0.0013043489607918,-0.501567143165989,-0.222733135447032,-0.445242883339221,-0.279057395273799,-0.766859881182409,-0.0586687492544395,-0.479027685671912,-0.301279705620838,-0.437383371450914,-0.295812148093949,TRUE,TRUE,TRUE,TRUE,TRUE
"16",0.2,0.2,1.23718232057332,-0.572038947795873,0.0107788559903898,-0.43968391104201,0.00234422186180325,-0.579618189084887,0.0136391381152417,-0.408605208423662,0.0018563085738268,-0.391752773047926,0.00120707656122445,-0.775524896748804,-0.368552998842943,-0.666934847331565,-0.477143048260182,-0.808515955389979,-0.350720422779795,-0.493050059923662,-0.324160356923661,-0.459847816210911,-0.323657729884941,TRUE,FALSE,TRUE,TRUE,TRUE
"17",0.8,0.1,1.21632749936084,-0.414795737347201,0.0041284346822052,-0.45611935255498,0.00246509731050593,-0.0130480474031008,0.0329943928856051,-0.401105851271935,0.0017755520892671,-0.44728054689232,0.00117939896711133,-0.540729099986403,-0.288862374707999,-0.512107451993036,-0.317484022701366,-0.369062936956691,0.342966842150489,-0.483693442560923,-0.318518259982947,-0.51459037206909,-0.37997072171555,TRUE,TRUE,FALSE,TRUE,TRUE
"18",1.1,0.1,1.32562627937385,-0.27183540904247,0.00311713351903827,-0.260791057707359,0.00259173636366128,-0.237534551173926,0.0355372699497568,-0.275978552713324,0.00185882161095295,-0.333919609340328,0.00121784444779004,-0.381262736762701,-0.162408081322238,-0.37161540961924,-0.172055408465699,-0.607013859270985,0.131944756923133,-0.360480544840682,-0.191476560585966,-0.40231770358422,-0.265521515096435,FALSE,FALSE,TRUE,FALSE,TRUE
"19",0.9,0.1,1.76049351093073,-0.441612061386185,0.0035188411192967,-0.369222754279677,0.00192704895998193,-0.351484221672927,0.0347120480320476,-0.433868423957802,0.00249988465781737,-0.384348736492867,0.00155096992758658,-0.557876773385757,-0.325347349386613,-0.527650885327659,-0.355573237444711,-0.716648435550831,0.0136799922049763,-0.531864362493491,-0.335872485422114,-0.461536734970343,-0.307160738015391,TRUE,TRUE,TRUE,TRUE,TRUE
"20",1.3,0.1,2.17712655806641,-0.423048957460287,0.00242206247949799,-0.450967313083341,0.00131327535162049,-0.541751784468574,0.0326290046864684,-0.449173726789467,0.00170909019186079,-0.466669246878315,0.00119001782924268,-0.519507514758952,-0.326590400161622,-0.494076368953898,-0.352021545966676,-0.895789886744732,-0.187713682192415,-0.530200880218953,-0.368146573359982,-0.534281409149075,-0.399057084607555,TRUE,TRUE,TRUE,TRUE,FALSE
"21",0.2,0.1,1.2065607073586,-0.529028555320415,0.0112147282635562,-0.406294690362391,0.00220494746170062,-0.605352055332376,0.0291578370118014,-0.409429039564205,0.00227773192985403,-0.38381363551471,0.00151381448823202,-0.736587984905596,-0.321469125735234,-0.621062325621957,-0.436994785018873,-0.940028959497193,-0.270675151167559,-0.502969476879381,-0.315888602249029,-0.46007146146532,-0.307555809564101,TRUE,FALSE,TRUE,TRUE,TRUE
"22",0.4,0.1,3.45819570894777,-0.394763696047309,0.00628503757344171,-0.386891873516659,0.000992499005286028,-0.396288953848133,0.0336010073101966,-0.448827048604896,0.0020201197494557,-0.410339563554589,0.00132943449392663,-0.550146169399009,-0.23938122269561,-0.456510307763145,-0.333017084331474,-0.75556167187159,-0.0370162358246761,-0.536919084739866,-0.360735012469925,-0.481802615988903,-0.338876511120276,TRUE,TRUE,TRUE,TRUE,TRUE
"23",1,0.2,5.94649179984012,-0.398261639414945,0.00302548599759009,-0.392415178497203,0.00105476238451748,-0.367466683919876,0.0144142330725329,-0.395179721516281,0.00156695949993673,-0.395042668351825,0.00119509919843497,-0.506068317651171,-0.29045496117872,-0.461915596603333,-0.334607682226558,-0.602778567980207,-0.132154799859545,-0.472764580816936,-0.317594862215627,-0.462799028624736,-0.327286308078914,TRUE,TRUE,TRUE,TRUE,TRUE
"24",0.2,0.2,1.06067166855795,-0.351620790591857,0.0139261643563904,-0.339963742823711,0.00303942239589565,-0.359523324697376,0.0173497592348773,-0.350459095463818,0.002164755719824,-0.403929097344142,0.00141273655503258,-0.582914514902077,-0.120327066281637,-0.459675480321312,-0.243566100862403,-0.617686810980271,-0.101359838414481,-0.441650213203245,-0.259267977724392,-0.477597063928316,-0.330261130759969,TRUE,TRUE,TRUE,TRUE,TRUE
"25",0.4,0.1,2.20591278893944,-0.282843176604384,0.00820356537504149,-0.423462753089188,0.00142577037505192,-0.153471640929764,0.0333676467312256,-0.418880577107915,0.00187430766833732,-0.423258785267874,0.00121440941915112,-0.460364044592049,-0.105322308616718,-0.356850191025502,-0.208836162183266,-0.511494602290445,0.204551320430918,-0.503733837064319,-0.334027317151511,-0.49156035022163,-0.354957220314119,TRUE,FALSE,TRUE,TRUE,TRUE
"26",1.3,0.2,1.82426373165355,-0.40182246963148,0.00208515427292744,-0.377595826183408,0.00148663253945829,-0.35450710297034,0.0130556720435243,-0.390530428120064,0.00174496193968276,-0.388608867887034,0.00117185248394959,-0.491321264451551,-0.312323674811409,-0.477392554200924,-0.326252385062036,-0.5784553705048,-0.130558835435879,-0.472403497165812,-0.308657359074316,-0.455703003703963,-0.321514732070105,TRUE,TRUE,TRUE,TRUE,TRUE
