"","bd_bin","bd_lm","bd_IK","zipest","zipvar","zipest_IK","zipvar_IK","linest","linvar","linest_IK_t","linvar_IK_t","linest_IK_r","linvar_IK_r","zip_ci_left","zip_ci_right","zip_ci_left_IK","zip_ci_right_IK","lin_ci_left","lin_ci_right","lin_ci_left_IK_t","lin_ci_right_IK_t","lin_ci_left_IK_r","lin_ci_right_IK_r","zip_ci_in","zip_ci_in_IK","lin_ci_in","lin_ci_in_IK_t","lin_ci_in_IK_r"
"1",0.5,0.5,1.38450829878942,0.159524114030886,0.0176479146054536,-0.0580592277494555,0.00582121231871833,0.176975544492642,0.0169092549443479,-0.10061406193836,0.00530160696197123,-0.0116594783967173,0.00310404246419978,-0.100848191001689,0.419896419063461,0.00998499737951022,0.309063230682262,-0.0778895307085931,0.431840619693876,-0.243323223620145,0.0420950997434242,-0.120856782868528,0.0975378260750936,TRUE,FALSE,TRUE,TRUE,TRUE
"2",1.2,1.2,1.47722959573141,0.040944605075655,0.00566176790845132,0.0511193234143187,0.00442777830827781,0.0395682952679277,0.00605285452882316,0.0483009368688363,0.00432645014173289,0.0051520772890451,0.00256061141638455,-0.106532336419086,0.188421546570396,-0.0894744427602033,0.171363652911513,-0.112917085736699,0.192053676272554,-0.0806171769059671,0.17721905064364,-0.0940269694488647,0.104331124026955,TRUE,TRUE,TRUE,TRUE,TRUE
"3",1.7,2.7,2.55296962395263,-0.00469828775302061,0.00475324630287744,0.0475325301380483,0.00300075449371315,0.0612142348106678,0.00276027685201237,0.0457126064870835,0.0033449167257706,0.0441123409721288,0.00246534575551112,-0.139825634863516,0.130429059357475,-0.112063434884722,0.102666859378681,-0.0417590134663518,0.164187483087687,-0.0676424104318811,0.159067623406048,-0.0532042773341451,0.141428959278403,TRUE,TRUE,TRUE,TRUE,TRUE
"4",0.3,0.3,2.45254785775944,-0.104508394363464,0.00890445047755056,-0.0370922325997732,0.00314020657930816,-0.181325737216236,0.0240645967037753,0.0254458752607485,0.00388798679198457,-0.0238601162376511,0.00237915820451077,-0.289457251700892,0.0804404629739652,-0.214339966613364,0.00532317788643658,-0.485370400504649,0.122718926072177,-0.0967651764359429,0.14765692695744,-0.119460525601548,0.071740293126246,TRUE,TRUE,TRUE,TRUE,TRUE
"5",1.8,1.8,2.03147661571842,-0.026836224548739,0.00394698358082224,-0.0190280597068773,0.00308246166735162,-0.0183360572767007,0.00340226619167386,-0.0304592291521497,0.0052834360947077,-0.0275001618732835,0.00314753115955486,-0.149971007984146,0.0962985588866676,-0.135653270830557,0.0819808217330792,-0.132658694896531,0.0959865803431293,-0.172923618350253,0.112005160045953,-0.137459751433638,0.0824594276870709,TRUE,TRUE,TRUE,TRUE,TRUE
"6",2.2,2.2,1.81993543372783,0.0134313300077693,0.00302715675839594,0.0123906255581635,0.00343184428724612,0.0105894349437916,0.00339202326060437,0.0242662459847539,0.00461682184183551,-0.00846167104877815,0.00299490982293393,-0.0944051111017365,0.121267771117275,-0.101387172458037,0.128249832473575,-0.103560981938707,0.124739851826291,-0.108907816759807,0.157440308729315,-0.11572220785749,0.0987988657599337,TRUE,TRUE,TRUE,TRUE,TRUE
"7",0.5,0.5,1.63230224991567,-0.0690018377040214,0.0102302647280234,0.0329544997108094,0.00322724214978428,-0.0810676127326271,0.0132580918931555,0.0256374222779673,0.00348094891935206,-0.04752889444969,0.00230767405030214,-0.267241946353864,0.129238270945821,-0.180345080978163,0.0423414055701202,-0.306745290070319,0.144610064605065,-0.0899996043641539,0.141274448920089,-0.14168214630973,0.0466243574103498,TRUE,TRUE,TRUE,TRUE,TRUE
"8",2,2,1.1304526958472,-0.038436872833679,0.00433243772602253,-0.0648561474189235,0.00875716982201796,-0.0340491365281532,0.00405033118190942,-0.00391620623164102,0.00439279770392512,0.0211240083356072,0.00293838261039086,-0.167444163781661,0.0905704181143028,-0.221849814735572,0.144976069068214,-0.158785580462869,0.0906873074065622,-0.133819060269834,0.125986647806552,-0.085119465804032,0.127367482475246,TRUE,TRUE,TRUE,TRUE,TRUE
"9",0.6,0.6,0.857171381140638,-0.242484637072886,0.0113468549204798,-0.182481435370629,0.00678442970254152,-0.226692401741258,0.00874508474507212,-0.093737794383034,0.00425947415956194,-0.0761229613601746,0.00290310709742386,-0.451263170263953,-0.0337061038818182,-0.403922263802862,-0.0810470103429088,-0.409978743108188,-0.0434060603743273,-0.221654152139843,0.0341785633737748,-0.181726779315865,0.0294808565955158,FALSE,FALSE,FALSE,TRUE,TRUE
"10",0.9,1,1.93648743822917,-0.00661563974963164,0.00488263308520118,0.0467080843164839,0.00330239582994395,-0.0297274357975095,0.00688741608293863,0.0500440382412287,0.00322860307647568,0.00798305337323824,0.00235190535538944,-0.143569770513764,0.130338491014501,-0.119247862449717,0.106016582950454,-0.19238574411158,0.132930872516561,-0.0613226792584251,0.161410755740883,-0.0870682357968647,0.103034342543341,TRUE,TRUE,TRUE,TRUE,TRUE
"11",1.8,1.8,4.95167892735638,-0.00156853367126042,0.00470486446268186,0.0132699167916405,0.00273260284340483,0.000619019092140682,0.00430785579378753,0.011597429470472,0.00417382310776232,0.0248435173350287,0.00268674322479747,-0.136006411854232,0.132869344511711,-0.104024286541713,0.100887219199192,-0.128021762300555,0.129259800484837,-0.115026302875919,0.138221161816863,-0.0767488714538882,0.126435906123945,TRUE,TRUE,TRUE,TRUE,TRUE
"12",0.6,1.6,2.27575443285668,0.146475936714237,0.0180092277550735,0.0237054838870934,0.00349316662636827,0.00873964598645638,0.00432965480750836,0.0166876896430327,0.00289104404755568,0.0429618805436819,0.00224743011557597,-0.116548219616729,0.409500093045204,0.0306361518861536,0.262315721542321,-0.120226204729397,0.137705496702309,-0.088696496350398,0.122071875636463,-0.0499542657462548,0.135878026833619,TRUE,FALSE,TRUE,TRUE,TRUE
"13",0.5,2.1,3.35668654141754,0.0076230089042838,0.00725392217489485,0.0535170999238038,0.00224835211606362,0.0244922286689322,0.00356979703864841,0.0203538137497957,0.00305602461665654,0.0511122272791903,0.00240377392881598,-0.159307046278654,0.174553064087221,-0.0853121946962834,0.100558212504851,-0.0926112653959491,0.141595722733813,-0.0879955873556726,0.128703214855264,-0.044981469505795,0.147205924064176,TRUE,TRUE,TRUE,TRUE,TRUE
"14",0.7,0.7,3.49968329125767,-0.0586358537870187,0.0114339885785059,0.0485293397525408,0.00284721287187614,-0.0643192774115386,0.011983131367941,0.0284525875503264,0.00384979764107382,0.0504634485606525,0.00245878194620917,-0.268214469777814,0.150942762203777,-0.163218122843788,0.0459464152697504,-0.278871615298856,0.150233060475778,-0.0931567834133887,0.150061958514042,-0.0467235340832626,0.147650431204568,TRUE,TRUE,TRUE,TRUE,TRUE
"15",1.2,1.2,2.18078188420157,-0.00394896963358549,0.00557272726184925,-0.0268039168575558,0.00359713810355829,-0.00543849957741804,0.0061388120752916,-0.0059820827030439,0.00296259541998022,0.0213745485498493,0.00239240674547591,-0.150261656354025,0.142363717086854,-0.12150005596276,0.113602116695589,-0.159002798147146,0.14812579899231,-0.112662391608816,0.100698226202729,-0.0744916707095777,0.117240767809276,TRUE,TRUE,TRUE,TRUE,TRUE
"16",0.5,1.5,2.11494975524795,-0.151666359659162,0.0110629225726266,-0.0203828288383525,0.00286497413371213,-0.0610659194831176,0.00459991598551925,-0.0336382910644013,0.00308740251587292,-0.0111323774275419,0.00243301575025389,-0.357816211706823,0.0544834923884998,-0.256574320067364,-0.0467583992509592,-0.193995930530378,0.0718640915641431,-0.142542513331645,0.0752659312028425,-0.10780879551748,0.0855440406623963,TRUE,FALSE,TRUE,TRUE,TRUE
